medcod;mefcod;mednom;medpres;medcnc;medtip;medpet;medff;medest;medestvta;medfactper;medtranac;medtraloc;medcomp;medps;medcs;medhi;medact;medindvcto;prdpreadq;prdpredist;prdpreope;prdindact;prdstkmin;prdstkmax;prdptorep;prdsit;prdadi;prdfechult;medregsan;preadq_do;predis_do;preope_do;prdtipomed;mednomabr;mednarcot;mnarcot;tiponc;fecultprec;codigo_sig;fechavrs;prdstkprom
04048;;INDINAVIR (COMO SULFATO);;400 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582400090002;;0
04054;;INDOMETACINA;;25 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580200410003;;
04058;;INMUNOGLOBULINA ANTI D;2 mL;300 ug;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;584200140001;;
04077;;INMUNOGLOBULINA HUMANA NORMAL;100 mL;5 g/100 mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;584200160006;;
04085;;INSULINA HUMANA (ADN RECOMBINANTE);10 mL;100 UI/mL;M;P;INYECTABLE;S;;;;;;_;_;_;1;S;12.5;14.062500;15.630000;;0;0;0;1;N;1/06/2022;;0;0;0;X;;;;;1/06/2022;584000060007;;0
04093;;INSULINA LISPRO;10 mL;100 UI/mL;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;584000060015;;0
04111;;IOBITRIDOL;100 mL;350 mg I/100 mL;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;583500050008;;
04125;;IOPAMIDOL;100 mL;Equiv. 300 mg Iodo/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583500090013;;0
04127;;IOPAMIDOL;50 mL;Equiv. 300 mg Iodo/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583500090010;;0
04129;;IOPAMIDOL;100 mL;Equiv. 370 mg Iodo/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583500090017;;0
04131;;IOPAMIDOL;50 mL;Equiv. 370 mg Iodo/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583500090006;;0
04149;;IRINOTECAN CLORHIDRATO;2 mL;100 mg;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;582600230002;;
04150;;IRINOTECAN CLORHIDRATO;5 mL;100 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600230001;;0
04162;;ISOFLURANO;100 mL;100 %;M;P;SOLUCION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580100070002;;0
04168;;ISONIAZIDA;;100 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0.0893;0.100462;0.110000;;;;;1;N;1/08/2020;;0;0;0;X;;;;;10/05/2018;581700060001;;
04175;;ISOTRETINOINA;;20 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583300900001;;0
04176;;ISOXSUPRINA;2 mL;10 mg;M;P;INYECTABLE;S;1;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;S;;;;;27/04/2019;586300250003;;
04178;;ISOXSUPRINA;;10 mg;M;P;TABLETA;S;1;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;586300250002;;
04184;;ITRACONAZOL;;100 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.9;1.012500;1.130000;;0;0;0;1;N;1/12/2021;;0;0;0;X;;;;;1/12/2021;581800040001;;0
04185;;KANAMICINA (COMO SULFATO);;1 g;M;P;INYECTABLE;E;;;;;;_;_;_;1;S;5;5.625000;6.250000;;;;;1;N;1/05/2020;;0;0;0;X;;;;;10/05/2018;581700100002;;
04187;;KETAMINA (COMO CLORHIDRATO);10 mL;50 mg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;10.8;12.150000;13.500000;;;;;1;N;21/09/2022;;0;0;0;X;;;;;21/09/2022;580100150001;;
04222;;KETOCONAZOL;;200 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;581800080001;;
04248;;KETOROLACO;1 mL;30 mg;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580200340003;;0
04249;;KETOROLACO;2 mL;30 mg;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580200340006;;0
04250;;KETOROLACO;2 mL;60 mg;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580200340001;;0
04254;;KETOROLACO;;10 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580200340002;;0
04289;;LACTULOSA;120 mL;3.33 g/5 mL;M;P;SOLUCION;S;1;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;10/05/2018;583800800011;;
04291;;LACTULOSA;180 mL;3.33 g/5 mL;M;P;SOLUCION;_;;;;;;_;_;_;1;S;6.912675;8.295210;8.600000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;18/12/2017;583800800021;;
04292;;LACTULOSA;200 mL;3.33 g/5 mL;M;P;SOLUCION;S;1;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583800800020;;0
04293;;LACTULOSA;240 mL;3.33 g/5 mL;M;P;SOLUCION;S;1;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583800800019;;0
04298;;LACTULOSA;60 mL;3.33 g/5 mL;M;P;SOLUCION;S;1;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583800800015;;
04300;;LACTULOSA;90 mL;3.33 g/5 mL;M;P;SOLUCION;S;1;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;10/05/2018;583800800016;;0
04301;;LACTULOSA;100 mL;3.33 g/5 mL;M;P;SOLUCION;S;1;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;10/05/2018;583800800012;;0
04322;;LAMIVUDINA + ZIDOVUDINA;;150 mg + 300 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0.39;0.390000;0.390000;;;;;1;N;1/09/2020;;0;0;0;X;;;;;10/05/2018;582400230001;;
04323;;LAMIVUDINA;240 mL;10 mg/ mL;M;_;SOLUCION;E;;;;;;_;_;_;1;S;19.42;21.850000;24.270000;;0;0;0;1;N;12/02/2021;;0;0;0;X;;;;;;;;0
04325;;LAMIVUDINA;120 mL;50 mg/5 mL;M;P;SOLUCION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;S;;;;;27/04/2019;582400110002;;0
04326;;LAMIVUDINA;240 mL;50 mg/5 mL;M;P;SOLUCION;E;;;;;;_;_;_;1;S;37;41.625000;46.250000;;;;;1;N;1/11/2022;;17;17;17;X;;;;;1/11/2022;582400110006;;
04328;;LAMIVUDINA;;150 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0.181051;0.203682;0.220000;;;;;1;N;1/11/2022;;0;0;0;X;;;;;1/11/2022;582400110004;;
04332;;LAMOTRIGINA;;50 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.069599;0.070000;0.080000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;580500150003;;0
04333;;LANATOSIDO C;2 mL;200 µg/ mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583000180001;;0
04338;;LATANOPROST (SOLUCION OFTALMICA);2.5 mL;50 ug/mL (0.005 %);M;P;SOLUCION;E;;;;;;_;_;_;1;S;2.08;2.340000;2.600000;;;;;1;N;1/09/2019;;3;4;4;X;;;;;18/12/2017;584400180001;;
04350;;LEUPRORELINA ACETATO;;3.75 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600460001;;0
04352;;LEUPRORELINA ACETATO;;7.5 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600460006;;0
04362;;LEVODROPROPIZINA;15 mL;60 mg/mL;M;_;SOLUCION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;585000230003;;0
04363;;LEVOFLOXACINO;100 mL;500 mg;M;_;INYECTABLE;E;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;581400040005;;
04364;;LEVOFLOXACINO;;250 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0.221876;0.249610;0.280000;;;;;1;N;1/08/2020;;0;0;0;X;;;;;10/05/2018;581400040006;;
04365;;LEVOFLOXACINO;;500 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0.195;0.219375;0.240000;;;;;1;N;1/08/2020;;1;1;1;X;;;;;;581400040003;;
04368;;LEVOMEPROMAZINA (COMO MALEATO);;100 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;2.04;2.295000;2.550000;;;;;1;N;1/09/2022;;0;0;0;X;;P;;;1/09/2022;584800040002;;
04369;;LEVOMEPROMAZINA;;25 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;P;;;;584800040001;;
04370;;( PARCHE TRANSDERMICO)LEVONORGESTREL;;20 µg;M;_;PARCHE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;583900450003;;0
04371;;LEVONORGESTREL;;750 µg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0.009;0.009000;0.009000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;10/05/2018;583900450002;;
04381;;LEVOTIROXINA SODICA;;100 µg (0.1 mg);M;P;TABLETA;_;;;;;;_;_;_;1;S;0.042008;0.047259;0.050000;;0;0;0;1;N;30/12/2019;;0;0;0;X;;;;;16/08/2019;587300010002;;0
04385;;LEVOTIROXINA SODICA;;50 µg (0.05 mg);M;P;TABLETA;_;;;;;;_;_;_;1;S;0.304;0.342000;0.380000;;0;0;0;1;N;1/02/2020;;0;0;0;X;;;;;29/10/2019;587300010004;;0
04387;;LIDOCAINA CLORHIDRATO;1.8 mL;20 mg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;580100210024;;
04390;;LIDOCAINA CLORHIDRATO SIN PRESERVANTES;20 mL;2 g/100 mL (2 %);M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0.93;1.046250;1.100000;;;;;1;N;1/07/2020;;0;0;0;X;;;;;18/12/2017;580100210019;;
04394;;LIDOCAINA CLORHIDRATO + EPINEFRINA;1.8 mL;20 mg + 10 ug/mL;M;P;INYECTABLE;S;1;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580100210016;;
04398;;LIDOCAINA CLORHIDRATO + EPINEFRINA;20 mL;20 mg + 10 ug/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;2.064;2.322000;2.580000;;;;;1;N;1/09/2019;;2;3;3;X;;;;;18/12/2017;580100210004;;
04415;;LIDOCAINA CLORHIDRATO;10 g;2 g/100 g;M;P;GEL;_;;;;;;_;_;_;1;S;1.75;1.970000;2.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;31/05/2019;580100210010;;
04421;;LIDOCAINA CLORHIDRATO;30 mL;2 g/100 g;M;P;GEL;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580100210044;;0
04423;;LIDOCAINA CLORHIDRATO;10 g;5 g/100 g;M;_;UNGÜENTO;_;;;;;;_;_;_;1;S;;;;;;;;1;N;16/08/2019;;;;;X;;;;;;580100210014;;
04443;;LINCOMICINA;2 mL;600 mg;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;581000010002;;0
04451;;LINESTRENOL;;500 ug;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;583900280001;;0
04455;;LINEZOLID;300 mL;2 mg/mL;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;581500060001;;
04458;;LINEZOLID;;600 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;2.376644;2.673725;2.970000;;0;0;0;1;N;1/12/2022;;0;0;0;X;;;;;1/12/2022;581500060003;;0
04460;;LISADO BACTERIANO;;3 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;584300310002;;0
04461;;LISADO BACTERIANO;;50 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;584300310001;;0
04469;;LITIO CARBONATO;;300 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0.3328;0.374400;0.416000;;0;0;0;1;N;1/07/2022;;0;0;0;X;;;;;1/07/2022;584900480002;;0
04478;;LOPERAMIDA;;2 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;;;;;;;;1;N;16/08/2019;;;;;X;;;;;;583800360001;;
04479;;LOPINAVIR + RITONAVIR;160 mL;400 mg + 100 mg/5 mL;M;P;SOLUCION;E;;;;;;_;_;_;1;S;170;191.250000;212.500000;;0;0;0;1;N;1/05/2020;;0;0;0;X;;;;;27/04/2019;582400220003;;0
04480;;LOPINAVIR + RITONAVIR;;133.3 mg + 33.3 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582400220001;;
04511;;LORATADINA;60 mL;5 mg/5 mL;M;P;JARABE;_;;;;;;_;_;_;1;S;1.0149;1.141762;1.200000;;;;;1;N;1/05/2020;;0;0;0;X;;;;;18/12/2017;580300200002;;
04514;;LORATADINA;;10 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.028;0.029999;0.030000;;;;;1;N;1/07/2022;;0;0;0;X;;;;;1/07/2022;580300200004;;
04523;;LOSARTAN POTASICO;;50 mg;M;P;TABLETA;S;1;;;;;_;_;_;1;S;0.054;0.059000;0.060000;;;;;1;N;1/09/2022;;0;0;0;X;;;;;1/09/2022;583100200001;;
04527;;LOVASTATINA;;20 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583200140001;;0
04556;;MAGNESIO SULFATO;10 mL;200 mg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0.84;0.945000;1.050000;;;;;1;N;1/07/2022;;0;0;0;X;;;;;1/07/2022;580500140002;;
04557;;MAGNESIO SULFATO;20 mL;200 mg/mL;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;580500140003;;0
04565;;MANITOL;1 L;20 g/100 mL (20 %);M;P;INYECTABLE;S;1;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583700020004;;
04567;;MANITOL;500 mL;20 g/100 mL (20 %);M;P;INYECTABLE;_;;;;;;_;_;_;1;S;3.2;3.600000;4.000000;;0;0;0;1;N;1/09/2019;;0;0;0;X;;;;;27/04/2019;583700020003;;0
04582;;MEBENDAZOL;30 mL;100 mg/5 mL;M;P;SUSPENSION;_;;;;;;_;_;_;1;S;2.85;3.206250;3.560000;;;;;1;N;1/06/2022;;1;1;1;X;;;;;1/06/2022;580600050002;;
04585;;MEBENDAZOL;;100 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.078009;0.085810;0.090000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;18/12/2017;580600050001;;
04586;;MEBENDAZOL;;500 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0.162227;0.182505;0.202000;;;;;1;N;1/07/2022;;0.162227;0.182505;0.202;X;;;;;1/07/2022;580600050004;;
04594;;MEDROXIPROGESTERONA ACETATO;1 mL;150 mg/mL;M;P;INYECTABLE;E;;;;;;_;_;_;1;S;2.338458;2.630765;2.920000;;;;;1;N;1/09/2022;;;;;X;;;;;1/09/2022;583900490004;;
04597;;MEDROXIPROGESTERONA ACETATO;;5 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583900490001;;0
04600;;MEGESTROL;240 mL;200 mg/5 mL;M;_;SUSPENSION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;583900210002;;0
04603;;ESTIBOGLUCONATO SODICO;30 mL;100 mg/mL (Sb Pentavalente);M;P;INYECTABLE;E;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;S;;;;;27/04/2019;582000020002;;
04615;;MELOXICAM;2 mL;15 mg/2 mL;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;580200210003;;0
04616;;MELOXICAM;;15 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580200210001;;0
04617;;MELOXICAM;;7.5 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;580200210002;;0
04663;;MEQUINOL;30 g;10 g/100 g;M;_;CREMA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;583301150001;;0
04665;;MERCAPTOPURINA;;50 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600700001;;0
04666;;MEROPENEM;;500 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;587200020001;;0
04670;;MESNA;4 mL;100 mg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600870002;;0
04677;;METAMIZOL SODICO;2 mL;1 g;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0.145;0.163125;0.180000;;;;;1;N;1/05/2020;;0;0;0;X;;;;;18/12/2017;580200440001;;
04695;;METFORMINA CLORHIDRATO;;500 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0.1799;0.202388;0.224000;;;;;1;N;1/07/2022;;0;0;0;X;;;;;1/07/2022;584000180003;;
04696;;METFORMINA CLORHIDRATO;;850 mg;M;P;TABLETA;S;1;;;;;_;_;_;1;S;0.07;0.078750;0.090000;;;;;1;N;1/09/2020;;0;0;0;X;;;;;;584000180001;;
04698;;METILBROMURO DE HOMATROPINA;15 mL;1 mg/ mL;M;_;SOLUCION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;583801010003;;0
04701;;METILDOPA;;250 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.182496;0.218995;0.220000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;18/12/2017;583100350002;;
04702;;METILDOPA;;500 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;583100350001;;0
04703;;METILERGOMETRINA;1 mL;200 µg/mL;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;584500020005;;0
04704;;METILFENIDATO CLORHIDRATO;;10 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.8;0.900000;1.000000;;0;0;0;1;N;28/09/2022;;0;0;0;X;;P;;;28/09/2022;587700050001;;0
04717;;METILPREDNISOLONA (COMO SUCCINATO SODICO);4 mL;500 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;22;24.730000;27.500000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;31/05/2019;587100040003;;0
04743;;METOCLOPRAMIDA CLORHIDRATO;2 mL;5 mg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0.20839;0.229229;0.250000;;;;;1;N;28/01/2022;;0.67;0.75;0.84;X;;;;;28/01/2022;583800760002;;
04752;;METOCLOPRAMIDA CLORHIDRATO;;10 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.055125;0.068906;0.070000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;18/12/2017;583800760003;;
04758;;METOTREXATO (COMO SAL SODICA) SIN PRESERVANTES;2 mL;25 mg/mL;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600720005;;0
04760;;METOTREXATO SODICO;2 mL;50 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;582600720002;;
04762;;METOTREXATO (COMO SAL SODICA) SIN PRESERVANTES;20 mL;500 mg;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600720003;;0
04764;;METOTREXATO;;2.5 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.48;0.540000;0.600000;;0;0;0;1;N;1/06/2020;;0;0;0;X;;;;;27/04/2019;582600720004;;0
04776;;METRONIDAZOL;100 mL;500 mg;M;P;INYECTABLE;S;1;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;581900040009;;0
04780;;METRONIDAZOL;120 mL;125 mg/5 mL;M;_;SUSPENSION;_;;;;;;_;_;_;1;S;;;;;;;;1;N;16/08/2019;;;;;X;;;;;;581900040005;;
04789;;METRONIDAZOL;60 mL;125 mg/5 mL;M;_;SUSPENSION;_;;;;;;_;_;_;1;S;;;;;;;;1;N;16/08/2019;;;;;X;;;;;;581900040003;;
04794;;METRONIDAZOL;120 mL;250 mg/5 mL;M;P;SUSPENSION;_;;;;;;_;_;_;1;S;2.886864;3.240000;3.500000;;;;;1;N;16/08/2019;;2;2;2;X;;;;;;581900040001;;
04801;;METRONIDAZOL;60 mL;250 mg/5 mL;M;P;SUSPENSION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;S;;;;;27/04/2019;581900040004;;0
04803;;METRONIDAZOL;;500 mg;M;_;OVULO;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;581900040008;;
04804;;METRONIDAZOL;;250 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;581900040007;;
04805;;METRONIDAZOL;;500 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.0559;0.062887;0.070000;;;;;1;N;1/08/2020;;0;0;0;X;;;;;18/12/2017;581900040002;;
04808;;MICOFENOLATO MOFETILO;;250 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600480003;;0
04809;;MICONAZOL + TINIDAZOL;20 g;100 mg + 150 mg/100 g;M;_;CREMA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;585900290011;;0
04817;;MICONAZOL + TINIDAZOL;;100 mg + 150 mg;M;_;OVULO;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;585900290001;;0
04828;;MIDAZOLAM;3 mL;15 mg;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;P;;;;584900300006;;0
04830;;MIDAZOLAM;10 mL;5 mg;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;P;;;;584900300002;;0
04831;;MIDAZOLAM;5 mL;5 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0.805;0.966000;1.000000;;;;;1;N;16/08/2019;;1;2;2;X;;P;;;18/12/2017;584900300001;;
04832;;MIDAZOLAM;;15 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;P;;;;584900300004;;0
04840;;MINOCICLINA;;100 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;581100030001;;0
04846;;MIRTAZAPINA;;30 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0.186;0.204000;0.220000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;18/12/2017;584900420001;;
